Question,UserID,Reason,VerbalCode1,Code1,CodeFamily1,VerbalCode2,Code2,CodeFamily2,Assess,Status,Correct,STimeViewed,SFix,SRevisits,KTimeViewed,KFix,KRevisits,PTimeViewed,PFix,PRevisits,Gender,Birth_Year,Ethnicity,ParentEduc,STVSQRT,KTVSQRT,PTVSQRT,KFixSQRT,SFixSQRT,PFixSQRT,SRevisitsSQRT,KRevisitsSQRT,PRevisitsSQRT,MAC1,MAC2,MAC3,MAC4,MAC5,MAC6,MAC7,MAC8,MAC9,MAC10,MAC11,SMDS1,SMDS2,SMDS3,Attention_Check,SMDS4,SMDS5,SMDS6,SMDS7,SMDS8,SMDS9,SMDS10,SMDS11,SMDS12,Risk1,Risk2,Risk3,Risk4,Risk5,Risk6,Risk7
18,30,"""This one seems more truthful. They could be-- it seems like they could be overblowing the """"game changing weight loss"""" from Jennifer Kirby [assumed spelling; 0:09:13.2] or whatever. That seems really extreme and I don't know if I believe that specifically, but the new treatment I could believe.""",looks possible/promising,29,6, , , ,2,2,1,6.061,21,14,7.703,33,19,7.936,28,9,1,12,1,5,2.46,2.78,2.82,5.74,4.58,5.29,3.74,4.36,3,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
19,30,This just seems like another product that is just trying to overblow what their product actually does to get people to buy it and over whatever other diabetes nutritional support is on the market.,false post is biased ad,33,7, , , ,1,1,1,4.502,15,8,4.566,14,2,1.513,6,2,1,12,1,5,2.12,2.14,1.23,3.74,3.87,2.45,2.83,1.41,1.41,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
20,30,"""This one is another one that's a blue checkmark from Harvard Public Health. So I'd trust that there was a lot of research and peer-reviewed papers that went into this article. It says it's from the Harvard.edu, so""",verified,17,4,Harvard,8,2,2,2,1,3.285,15,12,1.348,9,8,7.129,26,17,1,12,1,5,1.81,1.16,2.67,3,3.87,5.1,3.46,2.83,4.12,4,5,3,3,4,1,1,1,2,2,1,5,2,2,3,2,4,4,4,2,5,5,5,5,7,8,8,2,9,3,2
1,31,"""I think this is false, just based of it doesn't seem to have any real evidence behind. Well, it's based off the New Testament of the Bible and it's not-- there's no scientific backing, in my opinion.""",unsubstantiated claims,54,10, , , ,1,1,1,1.626,6,3,6.604,30,19,2.219,10,7,1,11,1,6,1.28,2.57,1.49,5.48,2.45,3.16,1.73,4.36,2.65,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
2,31,"""I'm going to say that this is true, just because it's from the FDA. And I know the FDA has quite a bit of credibility, so I'll take this post to be true.""",FDA,7,2, , , ,2,2,1,7.247,36,24,3.58,23,22,1.627,7,4,1,11,1,6,2.69,1.89,1.28,4.8,6,2.65,4.9,4.69,2,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
3,31,"""I'm going to say that this false because it seems to be a form of, like, celebrity marketing. And there's a lot of different, like, opinions in the fitness industry, or whatever.""",false post is biased ad,33,7, , , ,1,1,1,19.829,71,15,0.625,4,6,1.362,6,3,1,11,1,6,4.45,0.79,1.17,2,8.43,2.45,3.87,2.45,1.73,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
4,31,I'm going to say this is true because it looks like it comes from a doctor-- or actually I don't know,doctor,9,2, , , ,2,1,2,12.55,52,15,1.133,6,3,3.484,14,5,1,11,1,6,3.54,1.06,1.87,2.45,7.21,3.74,3.87,1.73,2.24,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
5,31,I think this is false because it seems a little bit opinionated.,false post based on opinion,58,10, , , ,1,1,1,6.028,29,20,3.665,18,9,0,0,0,1,11,1,6,2.46,1.91,0,4.24,5.39,0,4.47,3,0,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
6,31,"""I think this is true, again, because it comes from the FDA and it has a checkmark there on top. You can see that it's verified.""",FDA,7,2,verified,17,4,2,2,1,6.34,25,18,2.004,10,9,2.941,19,13,1,11,1,6,2.52,1.42,1.71,3.16,5,4.36,4.24,3,3.61,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
7,31,"""I think this is false, just based off there's no source on it. And it seems more like a sales pitch.""",false post has no credentials,63,10,false post is biased ad,33,7,1,1,1,2.448,20,18,1.2,8,4,1.922,17,17,1,11,1,6,1.56,1.1,1.39,2.83,4.47,4.12,4.24,2,4.12,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
8,31,"""I think this is true, again, because it comes from the FDA and it's like a counter argument to the post before where I thought that was false.""",FDA,7,2, , , ,2,2,1,5.275,17.583,23,3.6,11.999,19,2.333,7.775,13,1,11,1,6,2.3,1.9,1.53,3.46,4.19,2.79,4.8,4.36,3.61,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
9,31,I thought the last one was false.,no response,13,3, , , ,1,1,1,2.12,6,1,5.078,20,5,1.857,10,5,1,11,1,6,1.46,2.25,1.36,4.47,2.45,3.16,1,2.24,2.24,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
10,31,"""I think this one is true because under the sugar control it sounds like it has a lot of vitamins, which could be beneficial to your skin.""",looks possible/promising,29,6, , , ,2,1,2,0.542,10.187,39,12.568,7.968,25,0.181,1.726,7,1,11,1,6,0.74,3.55,0.43,2.82,3.19,1.31,6.24,5,2.65,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
11,31,"""I'm going to say this is false because it comes from Men's Health and they promote a lot of their own products. You can see the guy on the left, I think he's clearly on steroids. It's more of a sales thing than anything.""",false post is biased ad,33,7, , , ,1,1,1,0.559,3,2,3.63,14,5,3.63,20,14,1,11,1,6,0.75,1.91,1.91,3.74,1.73,4.47,1.41,2.24,3.74,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
12,31,"""I would say this is false, just because it's one guy's opinion and it has no facts behind it.""",false post based on opinion,58,10, , , ,1,1,1,0.673,7,7,15.461,66,15,4.716,14,5,1,11,1,6,0.82,3.93,2.17,8.12,2.65,3.74,2.65,3.87,2.24,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
13,31,"""I think this is true from my own experiences taking Nyquil. It can have some side effects, but they do help, like, with a cold at night.""",familiarity,15,4, , , ,2,2,1,0.049,1,0,3.781,16,7,2.776,11,2,1,11,1,6,0.22,1.94,1.67,4,1,3.32,0,2.65,1.41,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
14,31,"""I think this is true, just because I've heard good things about the measles vaccine.""",familiarity,15,4, , , ,2,2,1,4.894,24,16,12.319,51,19,0.411,2,1,1,11,1,6,2.21,3.51,0.64,7.14,4.9,1.41,4,4.36,1,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
15,31,I think this is false because it has no source or any scientific backing and I'm not sure who this guy even is.,unsubstantiated claims,54,10,false post from random person,59,10,1,1,1,8.229,39,26,6.427,34,25,1.872,7,6,1,11,1,6,2.87,2.54,1.37,5.83,6.24,2.65,5.1,5,2.45,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
16,31,"""This is true. It comes from a verified source on top. And I know that it's true, antibiotics don't treat viruses.""",antibiotics for bacteria,22,5,verified,17,4,2,2,1,2.777,13,12,13.635,60,18,1.544,11,7,1,11,1,6,1.67,3.69,1.24,7.75,3.61,3.32,3.46,4.24,2.65,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
17,31,"""I think this is true, just because it seems to be more of a news article than anything.""",reliable article,2,1, , , ,2,1,2,2.825,17,11,9.003,43,24,1.791,11,6,1,11,1,6,1.68,3,1.34,6.56,4.12,3.32,3.32,4.9,2.45,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
18,31,"""I think this is true because it comes from the FDA again, and the lady who is agreeing with it, Jennifer Kirby [assumed spelling], is a PHD.""",FDA,7,2, , , ,2,2,1,5.67,23,16,7.688,31,22,6.16,22,9,1,11,1,6,2.38,2.77,2.48,5.57,4.8,4.69,4,4.69,3,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
19,31,I think this is true because it makes sense and I have no reason to think it would be wrong.,looks possible/promising,29,6, , , ,2,1,2,4.5,19,16,5.291,21,9,1.527,5,3,1,11,1,6,2.12,2.3,1.24,4.58,4.36,2.24,4,3,1.73,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
20,31,"""I think this is true because it comes from Harvard Public Health. It may be a little exaggerated, like, meant to scare you a little bit, but""",Harvard,8,2, , , ,2,2,1,6.834,39,32,10.235,46,29,2.449,11,6,1,11,1,6,2.61,3.2,1.56,6.78,6.24,3.32,5.66,5.39,2.45,4,4,1,2,3,4,2,5,4,2,2,4,2,4,3,3,4,4,4,4,5,3,5,5,7,3,2,7,3,8,7
1,32,"""This seems to be-- I would say untrue. It kind of seems like bringing religion into it can really change the perspective of some people, just because people have different views and values of what matters to them. I think trying to convince others to change for that reason is not really right.""",credibility,21,21, , , ,1,1,1,2.332,10,6,8.887,32,19,9.25,32,18,1,11,1,5,1.53,2.98,3.04,5.66,3.16,5.66,2.45,4.36,4.24,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
2,32,"""I believe this is honest, specifically coming from the FDA Drug Information. They're verified on Twitter. And, you know, the FDA is I feel as though they are a very trustworthy source when it comes to these types of things. So, I believe that this would be truthful for that reason.""",FDA,7,2,verified,17,4,2,2,1,5.011,27,25,4.994,27,25,3.746,19,8,1,11,1,5,2.24,2.23,1.94,5.2,5.2,4.36,5,5,2.83,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
3,32,"""I would say this probably is not necessarily honest. I think there's definitely more honest places that this could come from, like People Magazine or something like that would be a more trustworthy source. They may have gotten information from somewhere else, but it seems kind of like this is just them picturing the image of her and then making an assumption off of that.""",false post has no credentials,63,10, , , ,1,1,1,12.238,46,15,1.921,12,8,7.888,33,11,1,11,1,5,3.5,1.39,2.81,3.46,6.78,5.74,3.87,2.83,3.32,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
4,32,"""This definitely being the name """"Sniffles McElroy"""" [assumed spelling; 0:02:09.7] doesn't seem necessarily like it's a true RX form, but I would also assume that brandy may not necessarily be, you know, the cure needed, since it's alcohol. So, I would say that one is untruthful as well.""",false post unprofessional,60,10,false post is cocktail,34,7,1,1,1,13.371,43,8,1.348,6,6,7.822,26,7,1,11,1,5,3.66,1.16,2.8,2.45,6.56,5.1,2.83,2.45,2.65,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
5,32,"""Based on the fact that they have included several combinations of [inaudible; 0:02:46.5], zinc, IVM [assumed spelling; 0:02:48.2], et cetera. It seems like this could be truthful. It does seem like, though, that it could be like kind of an assumption that somebody's trying to persuade others to think something just because of, you know, what has already happened and how big Covid is.""",cannot decide,12,3, , , ,0,1,2,3.269,15,16,6.44,33,21,0.147,1,2,1,11,1,5,1.81,2.54,0.38,5.74,3.87,1,4,4.58,1.41,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
6,32,"""Just off the bat this one definitely seems truthful with the FDA, being verified on Twitter. Yeah, I would believe that this is definitely truthful. I don't think that drinking chlorine dioxide products-- it's definitely not a good thing that you should be doing. So, I think that one is definitely truthful as well.""",FDA,7,2,familiarity,15,4,2,2,1,3.384,15,11,2.627,16,16,9.299,23,2,1,11,1,5,1.84,1.62,3.05,4,3.87,4.8,3.32,4,1.41,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
7,32,"""I think this could be truthful, I have never heard of this, so it definitely makes sense that they've said that it's not being shared around, but I believe it could possibly, somewhat, maybe be truthful, but something to be looked into for sure.""",looks possible/promising,29,6, , , ,2,1,2,4.387,18,14,1.726,9,6,0.872,7,6,1,11,1,5,2.09,1.31,0.93,3,4.24,2.65,3.74,2.45,2.45,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
8,32,"""Again, verified on Twitter, so this probably is an honest article. This is obviously going against the previous one I just saw. So, this probably has a little more background information. It's not, you know, definitely shares some facts as to why you should not use it, thus I would assume it's a very, very honest article.""",verified,17,4,deeper explanation,40,8,2,2,1,3.174,10.579,14,7.066,23.555,28,9.66,32.199,38,1,11,1,5,1.78,2.66,3.11,4.85,3.25,5.67,3.74,5.29,6.16,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
9,32,"""I don't-- I feel as though this is a pretty opinionated article with chlorine dioxide. I think she's definitely trying to convince those to do the same, however she didn't really bring in any science behind it. So, it kind of seems like an opinionated, maybe a false article.""",false post based on opinion,58,10, , , ,1,1,1,1.577,4,1,7.935,30,13,3.909,18,16,1,11,1,5,1.26,2.82,1.98,5.48,2,4.24,1,3.61,4,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
10,32,"""So this does seem like these are all effects of what could happen when you take these things, however I can tell there's an asterisk that says, """"Results may vary."""" So, I think it's honest in the sense that it's providing you with what could happen, however it's not necessarily telling you this is 100% going to happen if you take these.""",claims can be proven,26,5, , , ,2,1,2,0,12.523,47,6.736,4.615,15,6.49,1.101,7,1,11,1,5,0,2.6,2.55,2.15,3.54,1.05,6.86,3.87,2.65,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
11,32,"""I can see, you know, this seems to be true, to some extent, as it was in Men's Fitness, Muscle and Fitness, Men's Health, so those are some pretty credible news sources, however, I think at the same time it's more than just guaranteeing that this is going to work. There's probably other things, you know, habits of eating well and that kind of stuff that play a part. So, I think true in that sense, but you also [inaudible; 0:06:05.4] that you need to do more than just take it.""",reliable/credible source,5,2, , , ,2,1,2,0.723,2,0,2.808,16,9,5.192,16,3,1,11,1,5,0.85,1.68,2.28,4,1.41,4,0,3,1.73,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
12,32,"""I think that this untrue. This is just one person's opinion towards one thing. I think that there's definitely more to the story than just what he said. They may have taken it out of context. I would say just off of that, not true.""",false post based on opinion,58,10, , , ,1,1,1,0.806,5,4,10.002,40,9,12.978,35,6,1,11,1,5,0.9,3.16,3.6,6.32,2.24,5.92,2,3,2.45,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
13,32,"""This seems to be from actual Nyquil itself, so I feel like this is pretty true, about what you should take, when you're taking it, take it night and this is how you should take it and here are some of the results that are going to happen from. So, I believe that is truthful.""",looks possible/promising,29,6, , , ,2,2,1,0.033,1,0,3.794,17,11,2.464,10,5,1,11,1,5,0.18,1.95,1.57,4.12,1,3.16,0,3.32,2.24,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
14,32,"""I would lean towards false on this one. There's not really any interactions with the tweet, there's no retweets, no likes, no comments, that sort of thing. He also is not verified, so he's not necessarily probably someone who has the most information towards it. So, I would say that one is untrue.""",false post has no credentials,63,10, , , ,1,2,2,10.396,48,28,3.595,17,13,1.594,9,7,1,11,1,5,3.22,1.9,1.26,4.12,6.93,3,5.29,3.61,2.65,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
15,32,"""Again, I would say similar to the one before, there's not really any interactions to the tweet. They're replying to a Washington Post tweet, but I would say that this is untrue. You know, if somebody really needs help from getting the virus they should seek out help and not just, you know, try to self-medicate at home.""",false post has no credentials,63,10, , , ,1,1,1,11.794,50,25,2.808,19,14,0.641,4,2,1,11,1,5,3.43,1.68,0.8,4.36,7.07,2,5,3.74,1.41,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
16,32,"""I believe this one is true. It's from a verified source and just talking about how antibiotics can save lives, however they do not necessarily treat viruses and that the best way to prevent the flu and Covid is getting your flu shot or getting the Covid vaccination. So, through this I believe this one is true.""",verified,17,4,antibiotics for bacteria,22,5,2,2,1,4.483,28,27,7.112,37,30,2.729,13,6,1,11,1,5,2.12,2.67,1.65,6.08,5.29,3.61,5.2,5.48,2.45,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
17,32,"""I would think this is probably honest, since it-- seems to be, there's a picture. I'm not necessarily sure that is 100% her, but, you know, that makes it a little bit more believable and honest about that's what happened, but there would need to be another article that kind of shows that is truly what happened and that picture is from that as well.""",photo,20,20, , , ,2,1,2,4.304,27,23,2.332,18,14,6.882,30,9,1,11,1,5,2.07,1.53,2.62,4.24,5.2,5.48,4.8,3.74,3,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
18,32,"""She has MD, PHD in her name, so with that I would probably say that this is truthful. Responding to an FDA tweet. But, I would say that it seems to be that is truthful and that it should be something that definitely should be looked into more so.""",FDA,7,2,reliable/credible source,5,2,2,2,1,8.25,35,27,7.016,34,29,5.948,20,10,1,11,1,5,2.87,2.65,2.44,5.83,5.92,4.47,5.2,5.39,3.16,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
19,32,"""I have not heard of Lysulin, but it seems to me like this is truthful. It looks like it comes from the actual company itself, so I believe that it's being transparent in what it's telling you and that's truly what is happening.""",looks possible/promising,29,6, , , ,2,1,2,7.87,29,12,8.475,37,14,1.676,8,3,1,11,1,5,2.81,2.91,1.29,6.08,5.39,2.83,3.46,3.74,1.73,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
20,32,"""This is coming from Harvard Public Health, which is verified and it seems to me like this is something that would definitely be honest. I assume that there's a study that goes along with that, linked in the article. So this definitely seems to be very transparent and is going to give you the facts and show you and tell you what is truly happening right now.""",Harvard,8,2,links,16,4,2,2,1,5.781,31,30,4.37,24,22,7.867,33,19,1,11,1,5,2.4,2.09,2.8,4.9,5.57,5.74,5.48,4.69,4.36,4,4,2,2,5,2,2,3,2,2,1,3,3,2,3,4,3,2,2,4,5,5,5,5,6,7,7,3,5,6,6
1,33,"""Appears very dishonest. The woman in the post that they're like trying to quote from has, like, a-- she doesn't appear to be a very credible source. It appears to be very one-sided. Yeah, I don't believe it's proper to address as, """"Dear Christians""""""",credibility,21,21, , , ,1,1,1,3.237,15,10,3.317,17,13,5.142,23,17,1,11,1,6,1.8,1.82,2.27,4.12,3.87,4.8,3.16,3.61,4.12,4,2,4,3,1,2,5,4,2,2,2,4,3,4,3,2,5,3,4,4,5,5,5,5,6,3,4,6,7,7,6
2,33,"""Seems truthful, very factual information. It gets right to the point. Addresses what needs to be said. No excess information.""",reliable article,2,1,does not include extra words,42,8,2,2,1,0.69,5,4,0.41,3,3,1.594,7,2,1,11,1,6,0.83,0.64,1.26,1.73,2.24,2.65,2,1.73,1.41,4,2,4,3,1,2,5,4,2,2,2,4,3,4,3,2,5,3,4,4,5,5,5,5,6,3,4,6,7,7,6
3,33,"""It does not appear to be an honest advertisement. Lots of variations in the typing, using short apostrophes, emojis, capitalizations.""",false post unprofessional,60,10, , , ,1,1,1,0.41,1,1,1.019,3,0,1.56,8,1,1,11,1,6,0.64,1.01,1.25,1.73,1,2.83,1,0,1,4,2,4,3,1,2,5,4,2,2,2,4,3,4,3,2,5,3,4,4,5,5,5,5,6,3,4,6,7,7,6
4,33,"""It seems like a credible source, looks like a doctor's note, which would be something that I would consider.""",doctor,9,2, , , ,2,1,2,0,0,0,1.495,6,4,0.395,2,1,1,11,1,6,0,1.22,0.63,2.45,0,1.41,0,2,1,4,2,4,3,1,2,5,4,2,2,2,4,3,4,3,2,5,3,4,4,5,5,5,5,6,3,4,6,7,7,6
5,33,"""I don't believe this to be truthful. It doesn't really provide a large amount of information or like fact-based evidence that this is a truthful source, or that there's really any facts behind the information, for that matter.""",unsubstantiated claims,54,10, , , ,1,1,1,1.756,7,4,9.94,32,14,0.838,4,1,1,11,1,6,1.33,3.15,0.92,5.66,2.65,2,2,3.74,1,4,2,4,3,1,2,5,4,2,2,2,4,3,4,3,2,5,3,4,4,5,5,5,5,6,3,4,6,7,7,6
6,33,"""Yes, informational statement. Truthful. Straight to the point. It's just the warnings and the necessary information, while not really putting much else that would be distracting to the user.""",does not include extra words,42,8, , , ,2,2,1,0,0,0,0,0,0,0,0,0,1,11,1,6,0,0,0,0,0,0,0,0,0,4,2,4,3,1,2,5,4,2,2,2,4,3,4,3,2,5,3,4,4,5,5,5,5,6,3,4,6,7,7,6
7,33,"""It does not seem like a truthful source. There's no fact-based evidence or information. It's just kind of trying to persuade you to believe what they're saying, while trying to make not presenting fact-based evidence [inaudible; 0:03:52.4, sounds like: """"seem""""] reasonable.""",unsubstantiated claims,54,10, , , ,1,1,1,0,0,0,0,0,0,0,0,0,1,11,1,6,0,0,0,0,0,0,0,0,0,4,2,4,3,1,2,5,4,2,2,2,4,3,4,3,2,5,3,4,4,5,5,5,5,6,3,4,6,7,7,6
8,33,"""I would say not a truthful or a-- I don't like the way they worded the questions or the way that they start the statement, especially if it's coming from the FDA, which is supposed to be a reliable source for information.""",credibility,21,21, , , ,1,2,2,0,0,0,0,0,0,0,0,0,1,11,1,6,0,0,0,0,0,0,0,0,0,4,2,4,3,1,2,5,4,2,2,2,4,3,4,3,2,5,3,4,4,5,5,5,5,6,3,4,6,7,7,6
9,33,"""It seems like a truthful statement, resourceful. It's a doctor provides fact-based evidence. And, personally, I doubt that it relates to the issue and is very simple and to the point.""",doctor,9,2,claims can be proven,26,5,2,1,2,0,0,0,0,0,0,0,0,0,1,11,1,6,0,0,0,0,0,0,0,0,0,4,2,4,3,1,2,5,4,2,2,2,4,3,4,3,2,5,3,4,4,5,5,5,5,6,3,4,6,7,7,6
